ADDITIONAL_TEXT;ID_LANGUAGE;PARAMETER_NUMBER;ERROR_TEXT;INVOKE_TYPE
rbc.systemconstates.ctc.no;1;1;La conexión con el ctc%1% está no disponible.;rbc
rbc.systemconstates.ctc.no;5;1;Connection with ctc%1% is not available.;rbc
rbc.systemconstates.ctc.no.notSynchronized;1;1;La conexión con el ctc%1% está no disponible y no sincronizada.;rbc
rbc.systemconstates.ctc.no.notSynchronized;5;1;Connection with ctc%1% is not available and not synchronized.;rbc
rbc.systemconstates.ctc.no.synchronized;1;1;La conexión con el ctc%1% está no disponible y sincronizada.;rbc
rbc.systemconstates.ctc.no.synchronized;5;1;Connection with ctc%1% is not available and synchronized.;rbc
rbc.systemconstates.ctc.no.synInProgress;1;1;La conexión con el ctc%1% está no disponible y en sincronización.;rbc
rbc.systemconstates.ctc.no.synInProgress;5;1;Connection with ctc%1% is not available and in synchronization.;rbc
rbc.systemconstates.ctc.unknown;1;1;La conexión con el ctc%1% está en estado desconocido.;rbc
rbc.systemconstates.ctc.unknown;5;1;Connection with ctc%1% is in unknown state.;rbc
rbc.systemconstates.ctc.unknown.notSynchronized;1;1;La conexión con el ctc%1% está en estado desconocido y no sincronizada.;rbc
rbc.systemconstates.ctc.unknown.notSynchronized;5;1;Connection with ctc%1% is in unknown state and not synchronized.;rbc
rbc.systemconstates.ctc.unknown.synchronized;1;1;La conexión con el ctc%1% está en estado desconocido y sincronizada.;rbc
rbc.systemconstates.ctc.unknown.synchronized;5;1;Connection with ctc%1% is in unknown state and synchronized.;rbc
rbc.systemconstates.ctc.unknown.synInProgress;1;1;La conexión con el ctc%1% está en estado desconocido y en sincronización.;rbc
rbc.systemconstates.ctc.unknown.synInProgress;5;1;Connection with ctc%1% is in unknown state and in synchronization.;rbc
rbc.systemconstates.ctc.yes;1;1;La conexión con el ctc%1% está disponible.;rbc
rbc.systemconstates.ctc.yes;5;1;Connection with ctc%1% is available.;rbc
rbc.systemconstates.ctc.yes.notSynchronized;1;1;La conexión con el ctc%1% está disponible y no sincronizada.;rbc
rbc.systemconstates.ctc.yes.notSynchronized;5;1;Connection with ctc%1% is available and not synchronized.;rbc
rbc.systemconstates.ctc.yes.synchronized;1;1;La conexión con el ctc%1% está disponible y sincronizada.;rbc
rbc.systemconstates.ctc.yes.synchronized;5;1;Connection with ctc%1% is available and synchronized.;rbc
rbc.systemconstates.ctc.yes.synInProgress;1;1;La conexión con el ctc%1% está disponible y en sincronización.;rbc
rbc.systemconstates.ctc.yes.synInProgress;5;1;Connection with ctc%1% is available and in synchronization.;rbc
rbc.systemconstates.interlocking.no;1;1;La conexión con el enclavamiento%1% está no disponible.;rbc
rbc.systemconstates.interlocking.no;5;1;Connection with interlocking%1% is not available.;rbc
rbc.systemconstates.interlocking.no.notSynchronized;1;1;La conexión con el enclavamiento%1% está no disponible y no sincronizada.;rbc
rbc.systemconstates.interlocking.no.notSynchronized;5;1;Connection with interlocking%1% is not available and not synchronized.;rbc
rbc.systemconstates.interlocking.no.synchronized;1;1;La conexión con el enclavamiento%1% está no disponible y sincronizada.;rbc
rbc.systemconstates.interlocking.no.synchronized;5;1;Connection with interlocking%1% is not available and synchronized.;rbc
rbc.systemconstates.interlocking.no.synInProgress;1;1;La conexión con el enclavamiento%1% está no disponible y en sincronización.;rbc
rbc.systemconstates.interlocking.no.synInProgress;5;1;Connection with interlocking%1% is not available and in synchronization.;rbc
rbc.systemconstates.interlocking.unknown;1;1;La conexión con el enclavamiento%1% está en estado desconocido.;rbc
rbc.systemconstates.interlocking.unknown;5;1;Connection with interlocking%1% is in unknown state.;rbc
rbc.systemconstates.interlocking.unknown.notSynchronized;1;1;La conexión con el enclavamiento%1% está en estado desconocido y no sincronizada.;rbc
rbc.systemconstates.interlocking.unknown.notSynchronized;5;1;Connection with interlocking%1% is in unknown state and not synchronized.;rbc
rbc.systemconstates.interlocking.unknown.synchronized;1;1;La conexión con el enclavamiento%1% está en estado desconocido y sincronizada.;rbc
rbc.systemconstates.interlocking.unknown.synchronized;5;1;Connection with interlocking%1% is in unknown state and synchronized.;rbc
rbc.systemconstates.interlocking.unknown.synInProgress;1;1;La conexión con el enclavamiento%1% está en estado desconocido y en sincronización.;rbc
rbc.systemconstates.interlocking.unknown.synInProgress;5;1;Connection with interlocking%1% is in unknown state and in synchronization.;rbc
rbc.systemconstates.interlocking.yes;1;1;La conexión con el enclavamiento%1% está disponible.;rbc
rbc.systemconstates.interlocking.yes;5;1;Connection with interlocking%1% is available.;rbc
rbc.systemconstates.interlocking.yes.notSynchronized;1;1;La conexión con el enclavamiento%1% está disponible y no sincronizada.;rbc
rbc.systemconstates.interlocking.yes.notSynchronized;5;1;Connection with interlocking%1% is available and not synchronized.;rbc
rbc.systemconstates.interlocking.yes.synchronized;1;1;La conexión con el enclavamiento%1% está disponible y sincronizada.;rbc
rbc.systemconstates.interlocking.yes.synchronized;5;1;Connection with interlocking%1% is available and synchronized.;rbc
rbc.systemconstates.interlocking.yes.synInProgress;1;1;La conexión con el enclavamiento%1% está disponible y en sincronización.;rbc
rbc.systemconstates.interlocking.yes.synInProgress;5;1;Connection with interlocking%1% is available and in synchronization.;rbc
rbc.systemconstates.maintenanceTerminal.no;1;1;La conexión con el terminal de mantenimiento%1% está no disponible.;rbc
rbc.systemconstates.maintenanceTerminal.no;5;1;Connection with maintenance terminal%1% is not available.;rbc
rbc.systemconstates.maintenanceTerminal.no.notSynchronized;1;1;La conexión con el terminal de mantenimiento%1% está no disponible y no sincronizada.;rbc
rbc.systemconstates.maintenanceTerminal.no.notSynchronized;5;1;Connection with maintenance terminal%1% is not available and not synchronized.;rbc
rbc.systemconstates.maintenanceTerminal.no.synchronized;1;1;La conexión con el terminal de mantenimiento%1% está no disponible y sincronizada.;rbc
rbc.systemconstates.maintenanceTerminal.no.synchronized;5;1;Connection with maintenance terminal%1% is not available and synchronized.;rbc
rbc.systemconstates.maintenanceTerminal.no.synInProgress;1;1;La conexión con el terminal de mantenimiento%1% está no disponible y en sincronización.;rbc
rbc.systemconstates.maintenanceTerminal.no.synInProgress;5;1;Connection with maintenance terminal%1% is not available and in synchronization.;rbc
rbc.systemconstates.maintenanceTerminal.unknown;1;1;La conexión con el terminal de mantenimiento%1% está en estado desconocido.;rbc
rbc.systemconstates.maintenanceTerminal.unknown;5;1;Connection with maintenance terminal%1% is in unknown state.;rbc
rbc.systemconstates.maintenanceTerminal.unknown.notSynchronized;1;1;La conexión con el terminal de mantenimiento%1% está en estado desconocido y no sincronizada.;rbc
rbc.systemconstates.maintenanceTerminal.unknown.notSynchronized;5;1;Connection with maintenance terminal%1% is in unknown state and not synchronized.;rbc
rbc.systemconstates.maintenanceTerminal.unknown.synchronized;1;1;La conexión con el terminal de mantenimiento%1% está en estado desconocido y sincronizada.;rbc
rbc.systemconstates.maintenanceTerminal.unknown.synchronized;5;1;Connection with maintenance terminal%1% is in unknown state and synchronized.;rbc
rbc.systemconstates.maintenanceTerminal.unknown.synInProgress;1;1;La conexión con el terminal de mantenimiento%1% está en estado desconocido y en sincronización.;rbc
rbc.systemconstates.maintenanceTerminal.unknown.synInProgress;5;1;Connection with maintenance terminal%1% is in unknown state and in synchronization.;rbc
rbc.systemconstates.maintenanceTerminal.yes;1;1;La conexión con el terminal de mantenimiento%1% está disponible.;rbc
rbc.systemconstates.maintenanceTerminal.yes;5;1;Connection with maintenance terminal%1% is available.;rbc
rbc.systemconstates.maintenanceTerminal.yes.notSynchronized;1;1;La conexión con el terminal de mantenimiento%1% está disponible y no sincronizada.;rbc
rbc.systemconstates.maintenanceTerminal.yes.notSynchronized;5;1;Connection with maintenance terminal%1% is available and not synchronized.;rbc
rbc.systemconstates.maintenanceTerminal.yes.synchronized;1;1;La conexión con el terminal de mantenimiento%1% está disponible y sincronizada.;rbc
rbc.systemconstates.maintenanceTerminal.yes.synchronized;5;1;Connection with maintenance terminal%1% is available and synchronized.;rbc
rbc.systemconstates.maintenanceTerminal.yes.synInProgress;1;1;La conexión con el terminal de mantenimiento%1% está disponible y en sincronización.;rbc
rbc.systemconstates.maintenanceTerminal.yes.synInProgress;5;1;Connection with maintenance terminal%1% is available and in synchronization.;rbc
rbc.systemconstates.nrbc.no;1;1;La conexión con el rbc colateral%1% está no disponible.;rbc
rbc.systemconstates.nrbc.no;5;1;Connection with neighbour rbc%1% is not available.;rbc
rbc.systemconstates.nrbc.no.notSynchronized;1;1;La conexión con el rbc colateral%1% está no disponible y no sincronizada.;rbc
rbc.systemconstates.nrbc.no.notSynchronized;5;1;Connection with neighbour rbc%1% is not available and not synchronized.;rbc
rbc.systemconstates.nrbc.no.synchronized;1;1;La conexión con el rbc colateral%1% está no disponible y sincronizada.;rbc
rbc.systemconstates.nrbc.no.synchronized;5;1;Connection with neighbour rbc%1% is not available and synchronized.;rbc
rbc.systemconstates.nrbc.no.synInProgress;1;1;La conexión con el rbc colateral%1% está no disponible y en sincronización.;rbc
rbc.systemconstates.nrbc.no.synInProgress;5;1;Connection with neighbour rbc%1% is not available and in synchronization.;rbc
rbc.systemconstates.nrbc.unknown;1;1;La conexión con el rbc colateral%1% está en estado desconocido.;rbc
rbc.systemconstates.nrbc.unknown;5;1;Connection with neighbour rbc%1% is in unknown state.;rbc
rbc.systemconstates.nrbc.unknown.notSynchronized;1;1;La conexión con el rbc colateral%1% está en estado desconocido y no sincronizada.;rbc
rbc.systemconstates.nrbc.unknown.notSynchronized;5;1;Connection with neighbour rbc%1% is in unknown state and not synchronized.;rbc
rbc.systemconstates.nrbc.unknown.synchronized;1;1;La conexión con el rbc colateral%1% está en estado desconocido y sincronizada.;rbc
rbc.systemconstates.nrbc.unknown.synchronized;5;1;Connection with neighbour rbc%1% is in unknown state and synchronized.;rbc
rbc.systemconstates.nrbc.unknown.synInProgress;1;1;La conexión con el rbc colateral%1% está en estado desconocido y en sincronización.;rbc
rbc.systemconstates.nrbc.unknown.synInProgress;5;1;Connection with neighbour rbc%1% is in unknown state and in synchronization.;rbc
rbc.systemconstates.nrbc.yes;1;1;La conexión con el rbc colateral%1% está disponible.;rbc
rbc.systemconstates.nrbc.yes;5;1;Connection with neighbour rbc%1% is available.;rbc
rbc.systemconstates.nrbc.yes.notSynchronized;1;1;La conexión con el rbc colateral%1% está disponible y no sincronizada.;rbc
rbc.systemconstates.nrbc.yes.notSynchronized;5;1;Connection with neighbour rbc%1% is available and not synchronized.;rbc
rbc.systemconstates.nrbc.yes.synchronized;1;1;La conexión con el rbc colateral%1% está disponible y sincronizada.;rbc
rbc.systemconstates.nrbc.yes.synchronized;5;1;Connection with neighbour rbc%1% is available and synchronized.;rbc
rbc.systemconstates.nrbc.yes.synInProgress;1;1;La conexión con el rbc colateral%1% está disponible y en sincronización.;rbc
rbc.systemconstates.nrbc.yes.synInProgress;5;1;Connection with neighbour rbc%1% is available and in synchronization.;rbc
rbc.systemconstates.ntpServer.no;1;1;La conexión con el servidor ntp%1% está no disponible.;rbc
rbc.systemconstates.ntpServer.no;5;1;Connection with ntp server%1% is not available.;rbc
rbc.systemconstates.ntpServer.no.notSynchronized;1;1;La conexión con el servidor ntp%1% está no disponible y no sincronizada.;rbc
rbc.systemconstates.ntpServer.no.notSynchronized;5;1;Connection with ntp server%1% is not available and not synchronized.;rbc
rbc.systemconstates.ntpServer.no.synchronized;1;1;La conexión con el servidor ntp%1% está no disponible y sincronizada.;rbc
rbc.systemconstates.ntpServer.no.synchronized;5;1;Connection with ntp server%1% is not available and synchronized.;rbc
rbc.systemconstates.ntpServer.no.synInProgress;1;1;La conexión con el servidor ntp%1% está no disponible y en sincronización.;rbc
rbc.systemconstates.ntpServer.no.synInProgress;5;1;Connection with ntp server%1% is not available and in synchronization.;rbc
rbc.systemconstates.ntpServer.unknown;1;1;La conexión con el servidor ntp%1% está en estado desconocido.;rbc
rbc.systemconstates.ntpServer.unknown;5;1;Connection with ntp server%1% is in unknown state.;rbc
rbc.systemconstates.ntpServer.unknown.notSynchronized;1;1;La conexión con el servidor ntp%1% está en estado desconocido y no sincronizada.;rbc
rbc.systemconstates.ntpServer.unknown.notSynchronized;5;1;Connection with ntp server%1% is in unknown state and not synchronized.;rbc
rbc.systemconstates.ntpServer.unknown.synchronized;1;1;La conexión con el servidor ntp%1% está en estado desconocido y sincronizada.;rbc
rbc.systemconstates.ntpServer.unknown.synchronized;5;1;Connection with ntp server%1% is in unknown state and synchronized.;rbc
rbc.systemconstates.ntpServer.unknown.synInProgress;1;1;La conexión con el servidor ntp%1% está en estado desconocido y en sincronización.;rbc
rbc.systemconstates.ntpServer.unknown.synInProgress;5;1;Connection with ntp server%1% is in unknown state and in synchronization.;rbc
rbc.systemconstates.ntpServer.yes;1;1;La conexión con el servidor ntp%1% está disponible.;rbc
rbc.systemconstates.ntpServer.yes;5;1;Connection with ntp server%1% is available.;rbc
rbc.systemconstates.ntpServer.yes.notSynchronized;1;1;La conexión con el servidor ntp%1% está disponible y no sincronizada.;rbc
rbc.systemconstates.ntpServer.yes.notSynchronized;5;1;Connection with ntp server%1% is available and not synchronized.;rbc
rbc.systemconstates.ntpServer.yes.synchronized;1;1;La conexión con el servidor ntp%1% está disponible y sincronizada.;rbc
rbc.systemconstates.ntpServer.yes.synchronized;5;1;Connection with ntp server%1% is available and synchronized.;rbc
rbc.systemconstates.ntpServer.yes.synInProgress;1;1;La conexión con el servidor ntp%1% está disponible y en sincronización.;rbc
rbc.systemconstates.ntpServer.yes.synInProgress;5;1;Connection with ntp server%1% is available and in synchronization.;rbc
rbc.systemconstates.operatorPanel.no;1;1;La conexión con el puesto de operador%1% está no disponible.;rbc
rbc.systemconstates.operatorPanel.no;5;1;Connection with operator panel%1% is not available.;rbc
rbc.systemconstates.operatorPanel.no.notSynchronized;1;1;La conexión con el puesto de operador%1% está no disponible y no sincronizada.;rbc
rbc.systemconstates.operatorPanel.no.notSynchronized;5;1;Connection with operator panel%1% is not available and not synchronized.;rbc
rbc.systemconstates.operatorPanel.no.synchronized;1;1;La conexión con el puesto de operador%1% está no disponible y sincronizada.;rbc
rbc.systemconstates.operatorPanel.no.synchronized;5;1;Connection with operator panel%1% is not available and synchronized.;rbc
rbc.systemconstates.operatorPanel.no.synInProgress;1;1;La conexión con el puesto de operador%1% está no disponible y en sincronización.;rbc
rbc.systemconstates.operatorPanel.no.synInProgress;5;1;Connection with operator panel%1% is not available and in synchronization.;rbc
rbc.systemconstates.operatorPanel.unknown;1;1;La conexión con el puesto de operador%1% está en estado desconocido.;rbc
rbc.systemconstates.operatorPanel.unknown;5;1;Connection with operator panel%1% is in unknown state.;rbc
rbc.systemconstates.operatorPanel.unknown.notSynchronized;1;1;La conexión con el puesto de operador%1% está en estado desconocido y no sincronizada.;rbc
rbc.systemconstates.operatorPanel.unknown.notSynchronized;5;1;Connection with operator panel%1% is in unknown state and not synchronized.;rbc
rbc.systemconstates.operatorPanel.unknown.synchronized;1;1;La conexión con el puesto de operador%1% está en estado desconocido y sincronizada.;rbc
rbc.systemconstates.operatorPanel.unknown.synchronized;5;1;Connection with operator panel%1% is in unknown state and synchronized.;rbc
rbc.systemconstates.operatorPanel.unknown.synInProgress;1;1;La conexión con el puesto de operador%1% está en estado desconocido y en sincronización.;rbc
rbc.systemconstates.operatorPanel.unknown.synInProgress;5;1;Connection with operator panel%1% is in unknown state and in synchronization.;rbc
rbc.systemconstates.operatorPanel.yes;1;1;La conexión con el puesto de operador%1% está disponible.;rbc
rbc.systemconstates.operatorPanel.yes;5;1;Connection with operator panel%1% is available.;rbc
rbc.systemconstates.operatorPanel.yes.notSynchronized;1;1;La conexión con el puesto de operador%1% está disponible y no sincronizada.;rbc
rbc.systemconstates.operatorPanel.yes.notSynchronized;5;1;Connection with operator panel%1% is available and not synchronized.;rbc
rbc.systemconstates.operatorPanel.yes.synchronized;1;1;La conexión con el puesto de operador%1% está disponible y sincronizada.;rbc
rbc.systemconstates.operatorPanel.yes.synchronized;5;1;Connection with operator panel%1% is available and synchronized.;rbc
rbc.systemconstates.operatorPanel.yes.synInProgress;1;1;La conexión con el puesto de operador%1% está disponible y en sincronización.;rbc
rbc.systemconstates.operatorPanel.yes.synInProgress;5;1;Connection with operator panel%1% is available and in synchronization.;rbc
rbc.unitstates.cabinetSupervision.no;1;2;La supervisión del armario (cabinetSupervision)%1% NO está disponible - Inf.Aux: %2%.;rbc
rbc.unitstates.cabinetSupervision.no;5;2;Supervision of cabinet%1% is NOT available - Aux.Info: %2%.;rbc
rbc.unitstates.cabinetSupervision.unknown;1;2;La supervisión del armario (cabinetSupervision)%1% está en estado desconocido - Inf.Aux: %2%.;rbc
rbc.unitstates.cabinetSupervision.unknown;5;2;Supervision of cabinet%1% is in unknown state - Aux.Info: %2%.;rbc
rbc.unitstates.cabinetSupervision.yes;1;2;La supervisión del armario (cabinetSupervision)%1% está ACTIVA - Inf.Aux: %2%.;rbc
